ProvId,Location,Municipality,Date,Year,Month,Day,Date2,MinSampleDepth,MaxSampleDepth,Chlorophyll,pH,Temperature,P,DissolvedOxygen,ElecticalConductivity,N,Turbidity,LocationEdited
572616,Västra Ringsjön,Höör,8/15/1979,1979,8,15,227,0.5,0.5,88,8.9,,335,,20.9,2660,,Västra Ringsjön
572618,Västra Ringsjön,Höör,9/15/1979,1979,9,15,258,0.5,0.5,141,9.36,18.5,379,,27.2,3880,,Västra Ringsjön
572622,Västra Ringsjön,Höör,5/15/1980,1980,5,15,136,0.5,0.5,18,8.5,,197,,21.3,2152,,Västra Ringsjön
572623,Västra Ringsjön,Höör,6/15/1980,1980,6,15,167,0.5,0.5,34,9,,184,,23.8,2310,,Västra Ringsjön
572624,Västra Ringsjön,Höör,7/15/1980,1980,7,15,197,0.5,0.5,56,9.1,,213,,21.2,2202,,Västra Ringsjön
572628,Västra Ringsjön,Höör,8/15/1980,1980,8,15,228,0.5,0.5,33,8.3,,246,,21.9,2953,,Västra Ringsjön
572631,Västra Ringsjön,Höör,9/15/1980,1980,9,15,259,0.5,0.5,30,8.5,,230,,22.5,2750,,Västra Ringsjön
572632,Västra Ringsjön,Höör,10/12/1981,1981,10,12,285,0.5,0.5,160.2,8.05,9.6,204,,27.7,2740,,Västra Ringsjön
572633,Västra Ringsjön,Höör,11/16/1981,1981,11,16,320,0.5,0.5,113.8,8.21,4,126,12.83,29.5,1675,,Västra Ringsjön
572634,Västra Ringsjön,Höör,12/21/1981,1981,12,21,355,0.5,0.5,31.17,7.96,0,55,8,29.7,1850,,Västra Ringsjön
572635,Västra Ringsjön,Höör,5/12/1981,1981,5,12,132,0.5,0.5,72.58,9.07,13.7,77,11.08,28.2,3003,,Västra Ringsjön
572636,Västra Ringsjön,Höör,6/15/1981,1981,6,15,166,0.5,0.5,165.9,8.68,,147,10.09,27.9,2300,,Västra Ringsjön
572637,Västra Ringsjön,Höör,7/13/1981,1981,7,13,194,0.5,0.5,114.3,9.33,20,121,9.25,26.7,1675,,Västra Ringsjön
572638,Västra Ringsjön,Höör,8/17/1981,1981,8,17,229,0.5,0.5,230.4,8.8,18.1,198,,26.7,2508,,Västra Ringsjön
572639,Västra Ringsjön,Höör,9/15/1981,1981,9,15,258,0.5,0.5,239.4,9.13,16.5,212,,26.3,1432,,Västra Ringsjön
572640,Västra Ringsjön,Höör,1/20/1982,1982,1,20,20,0.5,0.5,5.88,7.81,0.6,78,13.25,32.1,2585,,Västra Ringsjön
572641,Västra Ringsjön,Höör,10/15/1982,1982,10,15,288,0.5,0.5,12,8.42,,301,,25.2,2431,,Västra Ringsjön
572642,Västra Ringsjön,Höör,2/15/1982,1982,2,15,46,0.5,0.5,17.44,7.71,0.8,78,12.36,32.4,2550,,Västra Ringsjön
572644,Västra Ringsjön,Höör,4/13/1982,1982,4,13,103,0.5,0.5,170.5,9.06,6,88,11.99,27,2620,,Västra Ringsjön
572645,Västra Ringsjön,Höör,5/15/1982,1982,5,15,135,0.5,0.5,4,8.58,,122,,22.5,2527,,Västra Ringsjön
572646,Västra Ringsjön,Höör,6/15/1982,1982,6,15,166,0.5,0.5,11,8.58,,96,,22.9,1628,,Västra Ringsjön
572647,Västra Ringsjön,Höör,7/15/1982,1982,7,15,196,0.5,0.5,94,8.51,,172,,24.9,3956,,Västra Ringsjön
572648,Västra Ringsjön,Höör,8/15/1982,1982,8,15,227,0.5,0.5,35,8.45,,260,,22.6,2943,,Västra Ringsjön
572650,Västra Ringsjön,Höör,10/15/1983,1983,10,15,288,0.5,0.5,34,8.38,,280,,25.9,2422,,Västra Ringsjön
572651,Västra Ringsjön,Höör,5/15/1983,1983,5,15,135,0.5,0.5,10,8.97,,97,,22.8,2647,,Västra Ringsjön
572652,Västra Ringsjön,Höör,6/15/1983,1983,6,15,166,0.5,0.5,19,8.2,,116,,23.8,2347,,Västra Ringsjön
572653,Västra Ringsjön,Höör,7/15/1983,1983,7,15,196,0.5,0.5,12,8.41,,161,,23,2018,,Västra Ringsjön
572654,Västra Ringsjön,Höör,8/15/1983,1983,8,15,227,0.5,0.5,22,8.31,,197,,23.9,2168,,Västra Ringsjön
572655,Västra Ringsjön,Höör,9/15/1983,1983,9,15,258,0.5,0.5,24,8.35,,253,,23.9,2431,,Västra Ringsjön
572657,Västra Ringsjön,Höör,10/9/1984,1984,10,9,283,0.5,0.5,65.35,8.83,12.2,122,10.54,24.2,1653,,Västra Ringsjön
572658,Västra Ringsjön,Höör,12/21/1984,1984,12,21,356,0.5,0.5,21.49,7.92,2,74,11.74,26.5,2170,,Västra Ringsjön
572659,Västra Ringsjön,Höör,12/4/1984,1984,12,4,339,0.5,0.5,37.26,7.92,4.2,87,12.14,25.7,1878,,Västra Ringsjön
572663,Västra Ringsjön,Höör,5/9/1984,1984,5,9,130,0.5,0.5,45.7,8.8,,77,5.93,27.4,3055,,Västra Ringsjön
572664,Västra Ringsjön,Höör,6/6/1984,1984,6,6,158,0.5,0.5,82.92,8.61,17.5,150,,27.4,2875,,Västra Ringsjön
572665,Västra Ringsjön,Höör,7/5/1984,1984,7,5,187,0.5,0.5,34.86,9.63,15.8,67,12.24,23,1535,,Västra Ringsjön
572666,Västra Ringsjön,Höör,8/6/1984,1984,8,6,219,0.5,0.5,45.24,9.53,19.6,130,9.98,22.5,2355,,Västra Ringsjön
572667,Västra Ringsjön,Höör,9/7/1984,1984,9,7,251,0.5,0.5,92.28,9.4,15.1,158,10.54,22.7,2262,,Västra Ringsjön
572673,Västra Ringsjön,Höör,3/15/1985,1985,3,15,74,0.5,0.5,8.5,8.01,0.6,35,14.22,28.8,2070,,Västra Ringsjön
572674,Västra Ringsjön,Höör,4/23/1985,1985,4,23,113,0.5,0.5,47.71,8.24,6.3,63,13.61,25,2545,,Västra Ringsjön
572675,Västra Ringsjön,Höör,5/15/1985,1985,5,15,135,0.5,0.5,28.7,8.83,11.5,47,9.74,24.3,2580,,Västra Ringsjön
572680,Västra Ringsjön,Höör,10/17/1986,1986,10,17,290,0.5,0.5,32.7,8.31,12.2,65,10.4,27.3,1236,,Västra Ringsjön
572681,Västra Ringsjön,Höör,11/18/1986,1986,11,18,322,0.5,0.5,57,8.29,8.4,75,12.8,27.3,1434,,Västra Ringsjön
572682,Västra Ringsjön,Höör,12/10/1986,1986,12,10,344,0.5,0.5,65.4,8.15,6.9,112,12.4,26.9,2145,,Västra Ringsjön
572684,Västra Ringsjön,Höör,3/18/1986,1986,3,18,77,0.5,0.5,15.9,8.43,4.8,38,18.2,24.1,2465,,Västra Ringsjön
572685,Västra Ringsjön,Höör,4/21/1986,1986,4,21,111,0.5,0.5,61.6,8.61,6.8,58,15.2,24.6,2495,,Västra Ringsjön
572686,Västra Ringsjön,Höör,5/22/1986,1986,5,22,142,0.5,0.5,43.5,8.9,15.8,67,12.9,25.1,1720,,Västra Ringsjön
572687,Västra Ringsjön,Höör,6/23/1986,1986,6,23,174,0.5,0.5,75.1,9.12,19.9,151,11.9,25.1,2200,,Västra Ringsjön
572688,Västra Ringsjön,Höör,7/14/1986,1986,7,14,195,0.5,0.5,77,8.87,18.5,166,9.3,25.2,2174,,Västra Ringsjön
572689,Västra Ringsjön,Höör,8/19/1986,1986,8,19,231,0.5,0.5,73.8,8.53,18.4,157,9.4,25.4,1781,,Västra Ringsjön
572690,Västra Ringsjön,Höör,9/16/1986,1986,9,16,259,0.5,0.5,53.9,8.52,13.3,129,10.7,26.1,1768,,Västra Ringsjön
572691,Västra Ringsjön,Höör,1/21/1987,1987,1,21,21,0.5,0.5,7.4,7.95,2.1,53,14.38,30.6,2250,,Västra Ringsjön
572692,Västra Ringsjön,Höör,10/18/1987,1987,10,18,291,0.5,0.5,33,8.36,11.4,81,11.47,26.2,1783,,Västra Ringsjön
572693,Västra Ringsjön,Höör,11/17/1987,1987,11,17,321,0.5,0.5,20,8.1,5.2,68,11.07,26.8,1568,,Västra Ringsjön
572694,Västra Ringsjön,Höör,12/18/1987,1987,12,18,352,0.5,0.5,18.3,7.99,0.7,47,12.85,28.8,1877,,Västra Ringsjön
572695,Västra Ringsjön,Höör,2/18/1987,1987,2,18,49,0.5,0.5,6.5,7.61,2.5,49,14.19,29.5,2205,,Västra Ringsjön
572696,Västra Ringsjön,Höör,3/16/1987,1987,3,16,75,0.5,0.5,69,8.56,1,48,19.07,28.8,2380,,Västra Ringsjön
572697,Västra Ringsjön,Höör,4/25/1987,1987,4,25,115,0.5,0.5,50.8,8.7,10.5,70,13.9,25.4,2110,,Västra Ringsjön
572698,Västra Ringsjön,Höör,5/18/1987,1987,5,18,138,0.5,0.5,57.2,9.01,12.5,89,11.31,25.4,2213,,Västra Ringsjön
572699,Västra Ringsjön,Höör,6/16/1987,1987,6,16,167,0.5,0.5,42.3,8.24,14.2,121,9.05,26.3,1980,,Västra Ringsjön
572700,Västra Ringsjön,Höör,7/15/1987,1987,7,15,196,0.5,0.5,39.5,9.27,18.3,81,10.83,23,3433,,Västra Ringsjön
572701,Västra Ringsjön,Höör,8/17/1987,1987,8,17,229,0.5,0.5,71.5,8.98,15.9,132,9.86,24.2,3407,,Västra Ringsjön
572703,Västra Ringsjön,Höör,9/17/1987,1987,9,17,260,0.5,0.5,85.2,8.35,13.1,158,10.5,25.2,3304,,Västra Ringsjön
572704,Västra Ringsjön,Höör,1/16/1988,1988,1,16,16,0.5,0.5,23.7,8.05,2.8,63,12.22,27.7,2140,,Västra Ringsjön
572705,Västra Ringsjön,Höör,10/19/1988,1988,10,19,293,0.5,0.5,52.7,8.09,9.5,87,10.38,26.1,1454,,Västra Ringsjön
572706,Västra Ringsjön,Höör,11/13/1988,1988,11,13,318,0.5,0.5,43.1,8.22,3.2,47,12.94,27.2,1145,,Västra Ringsjön
572707,Västra Ringsjön,Höör,2/13/1988,1988,2,13,44,0.5,0.5,44.9,8.21,2.1,63,14.02,27.5,2650,,Västra Ringsjön
572708,Västra Ringsjön,Höör,3/13/1988,1988,3,13,73,0.5,0.5,33.3,8.25,1.1,46,14.38,29,2640,,Västra Ringsjön
572709,Västra Ringsjön,Höör,4/17/1988,1988,4,17,108,0.5,0.5,15.8,8.25,6.7,45,12.94,27.7,2670,,Västra Ringsjön
572710,Västra Ringsjön,Höör,5/14/1988,1988,5,14,135,0.5,0.5,22,8.67,14.2,49,11.15,26.5,2130,,Västra Ringsjön
572712,Västra Ringsjön,Höör,6/12/1988,1988,6,12,164,0.5,0.5,51.3,9.43,20.7,84,12.62,25,1338,,Västra Ringsjön
572713,Västra Ringsjön,Höör,7/14/1988,1988,7,14,196,0.5,0.5,58.3,9.13,20.1,124,8.38,25,1666,,Västra Ringsjön
572714,Västra Ringsjön,Höör,8/20/1988,1988,8,20,233,0.5,0.5,80.1,8.82,17.4,150,9.82,25,1914,,Västra Ringsjön
572715,Västra Ringsjön,Höör,9/14/1988,1988,9,14,258,0.5,0.5,81.3,8.91,15.2,191,10.66,24.4,2167,,Västra Ringsjön
572716,Västra Ringsjön,Höör,1/16/1989,1989,1,16,16,0.5,0.5,77.69,8.17,3.8,89,12.43,27.4,1706,,Västra Ringsjön
572717,Västra Ringsjön,Höör,10/18/1989,1989,10,18,291,0.5,0.5,37.36,8.24,9.4,68,,28.5,1348,,Västra Ringsjön
572718,Västra Ringsjön,Höör,11/17/1989,1989,11,17,321,0.5,0.5,10.09,8.03,5.1,59,,29.3,1395,,Västra Ringsjön
572719,Västra Ringsjön,Höör,12/17/1989,1989,12,17,351,0.5,0.5,10,8,2,62,,29.8,1652,,Västra Ringsjön
572720,Västra Ringsjön,Höör,2/15/1989,1989,2,15,46,0.5,0.5,59.16,8.12,3.5,59,12.38,27.9,1824,,Västra Ringsjön
572721,Västra Ringsjön,Höör,3/16/1989,1989,3,16,75,0.5,0.5,33.57,8.31,4.7,56,12.3,28.4,1710,,Västra Ringsjön
572722,Västra Ringsjön,Höör,4/14/1989,1989,4,14,104,0.5,0.5,41.99,8.59,8.6,53,13.98,27.3,1688,,Västra Ringsjön
572723,Västra Ringsjön,Höör,5/18/1989,1989,5,18,138,0.5,0.5,25.15,8.51,15.9,61,13.18,28.5,1481,,Västra Ringsjön
572724,Västra Ringsjön,Höör,6/14/1989,1989,6,14,165,0.5,0.5,46.55,9.14,19.3,58,16.78,27.9,1571,,Västra Ringsjön
572725,Västra Ringsjön,Höör,7/12/1989,1989,7,12,193,0.5,0.5,40.27,8.27,20.3,97,,27.8,1344,,Västra Ringsjön
572726,Västra Ringsjön,Höör,8/16/1989,1989,8,16,228,0.5,0.5,122.5,9.11,18.3,115,,26.2,2146,,Västra Ringsjön
572727,Västra Ringsjön,Höör,9/15/1989,1989,9,15,258,0.5,0.5,60.48,8.49,13.9,92,,27.1,1846,,Västra Ringsjön
572728,Västra Ringsjön,Höör,1/16/1990,1990,1,16,16,0.5,0.5,9.3,8.07,3.7,65,13,29.2,1908,,Västra Ringsjön
572729,Västra Ringsjön,Höör,10/16/1990,1990,10,16,289,0.5,0.5,52,8.61,11.7,60,12,26.2,1272,,Västra Ringsjön
572730,Västra Ringsjön,Höör,11/15/1990,1990,11,15,319,0.5,0.5,15.51,8.01,5.4,45,11,28,1241,,Västra Ringsjön
572731,Västra Ringsjön,Höör,12/20/1990,1990,12,20,354,0.5,0.5,7.4,8.05,0.7,31,12,29,1140,,Västra Ringsjön
572732,Västra Ringsjön,Höör,2/16/1990,1990,2,16,47,0.5,0.5,30,8.17,3.2,49,13,29.7,1948,,Västra Ringsjön
572733,Västra Ringsjön,Höör,3/14/1990,1990,3,14,73,0.5,0.5,45.64,8.4,4.5,65,14,29.2,1835,,Västra Ringsjön
572734,Västra Ringsjön,Höör,4/17/1990,1990,4,17,107,0.5,0.5,10.91,8.23,8.9,42,12,29.1,1696,,Västra Ringsjön
572735,Västra Ringsjön,Höör,5/15/1990,1990,5,15,135,0.5,0.5,16.36,8.12,15.5,60,9,30.2,1397,,Västra Ringsjön
572736,Västra Ringsjön,Höör,6/14/1990,1990,6,14,165,0.5,0.5,31.09,8.93,20.3,49,13,27.3,1359,,Västra Ringsjön
572737,Västra Ringsjön,Höör,7/13/1990,1990,7,13,194,0.5,0.5,45.45,8.6,10.4,93,10,27.3,1646,,Västra Ringsjön
572738,Västra Ringsjön,Höör,8/15/1990,1990,8,15,227,0.5,0.5,56.91,8.95,20.2,73,12,28.1,1031,,Västra Ringsjön
572739,Västra Ringsjön,Höör,9/23/1990,1990,9,23,266,0.5,0.5,92.06,8.71,11.7,93,11,25.2,1637,,Västra Ringsjön
572740,Västra Ringsjön,Höör,1/15/1991,1991,1,15,15,0.5,0.5,9.85,8.06,0.3,29,13,,1607,,Västra Ringsjön
572741,Västra Ringsjön,Höör,10/19/1991,1991,10,19,292,0.5,0.5,35.22,8.27,10.5,61,12.39,,1334,,Västra Ringsjön
572742,Västra Ringsjön,Höör,11/14/1991,1991,11,14,318,0.5,0.5,26.58,8.11,4.9,46,13.59,,1207,,Västra Ringsjön
572743,Västra Ringsjön,Höör,12/17/1991,1991,12,17,351,0.5,0.5,18.96,7.98,3.9,34,13.14,,1202,,Västra Ringsjön
572744,Västra Ringsjön,Höör,2/13/1991,1991,2,13,44,0.5,0.5,12.31,8.06,0,26,14,,2085,,Västra Ringsjön
572745,Västra Ringsjön,Höör,3/18/1991,1991,3,18,77,0.5,0.5,9.67,8.14,3.9,29,14.9,29,2245,,Västra Ringsjön
572746,Västra Ringsjön,Höör,4/18/1991,1991,4,18,108,0.5,0.5,11.51,8.51,9.9,35,11.48,,1792,,Västra Ringsjön
572747,Västra Ringsjön,Höör,5/13/1991,1991,5,13,133,0.5,0.5,5.06,8.24,11.2,28,11.99,,1681,,Västra Ringsjön
572748,Västra Ringsjön,Höör,6/11/1991,1991,6,11,162,0.5,0.5,16.71,8.52,14.7,43,11.19,,2030,,Västra Ringsjön
572749,Västra Ringsjön,Höör,7/15/1991,1991,7,15,196,0.5,0.5,35.15,8.69,20,60,9.39,,1569,,Västra Ringsjön
572750,Västra Ringsjön,Höör,8/15/1991,1991,8,15,227,0.5,0.5,88.31,8.85,18.4,91,11.14,,1576,,Västra Ringsjön
572751,Västra Ringsjön,Höör,9/19/1991,1991,9,19,262,0.5,0.5,63.38,8.96,15,80,11.19,,1475,,Västra Ringsjön
572752,Västra Ringsjön,Höör,1/17/1992,1992,1,17,17,0.5,0.5,28.47,8.04,2.2,58,13.59,28.8,1889,,Västra Ringsjön
572753,Västra Ringsjön,Höör,10/13/1992,1992,10,13,287,0.5,0.5,28.99,8.32,8.1,51,11.14,27.6,1176,,Västra Ringsjön
572754,Västra Ringsjön,Höör,10/2/1992,1992,10,2,276,0.5,0.5,29.18,,,,,,,,Västra Ringsjön
572755,Västra Ringsjön,Höör,11/6/1992,1992,11,6,311,0.5,0.5,26.29,8.13,,48,,28,,,Västra Ringsjön
572756,Västra Ringsjön,Höör,12/1/1992,1992,12,1,336,0.5,0.5,31.17,,,,,,,,Västra Ringsjön
572757,Västra Ringsjön,Höör,12/14/1992,1992,12,14,349,0.5,0.5,30.52,7.98,3.2,43,13.1,28,1823,,Västra Ringsjön
572758,Västra Ringsjön,Höör,2/14/1992,1992,2,14,45,0.5,0.5,11.69,8.04,2.5,24,13.19,28.6,2013,,Västra Ringsjön
572759,Västra Ringsjön,Höör,3/17/1992,1992,3,17,77,0.5,0.5,16.8,8.29,3,34,13.79,27.9,2175,,Västra Ringsjön
572760,Västra Ringsjön,Höör,4/14/1992,1992,4,14,105,0.5,0.5,10.22,8.35,7.6,34,12.38,28.5,2070,,Västra Ringsjön
572763,Västra Ringsjön,Höör,5/14/1992,1992,5,14,135,0.5,0.5,6.67,8.41,14.3,42,10.98,28.8,2420,,Västra Ringsjön
572765,Västra Ringsjön,Höör,6/10/1992,1992,6,10,162,0.5,0.5,35.06,8.76,19,55,10.18,28.6,1478,,Västra Ringsjön
572766,Västra Ringsjön,Höör,6/30/1992,1992,6,30,182,0.5,0.5,12.55,,,,,,,,Västra Ringsjön
572767,Västra Ringsjön,Höör,7/14/1992,1992,7,14,196,0.5,0.5,33.28,8.72,21,70,8.78,25.8,1375,,Västra Ringsjön
572768,Västra Ringsjön,Höör,8/12/1992,1992,8,12,225,0.5,0.5,48.05,8.8,19.5,71,8.38,25.2,1610,,Västra Ringsjön
572770,Västra Ringsjön,Höör,9/15/1992,1992,9,15,259,0.5,0.5,29.74,8.58,14.8,59,8.14,26.4,1205,,Västra Ringsjön
572771,Västra Ringsjön,Höör,1/19/1993,1993,1,19,19,0.5,0.5,34.29,7.88,,61,,28.2,,,Västra Ringsjön
572775,Västra Ringsjön,Höör,2/11/1993,1993,2,11,42,0.5,0.5,24.4,8.23,2.1,40,14.96,28.9,,,Västra Ringsjön
572776,Västra Ringsjön,Höör,3/22/1993,1993,3,22,81,0.5,0.5,20.7,8.26,4.8,41,13.4,27.5,,,Västra Ringsjön
572783,Västra Ringsjön,Höör,1/15/1994,1994,1,15,15,0.5,0.5,14.3,8.17,2.5,52,,25.8,,,Västra Ringsjön
572784,Västra Ringsjön,Höör,10/15/1994,1994,10,15,288,0.5,0.5,17.2,8.13,9.1,60,,25.2,,,Västra Ringsjön
572785,Västra Ringsjön,Höör,11/15/1994,1994,11,15,319,0.5,0.5,14.1,8.34,5.4,68,,24.8,,,Västra Ringsjön
572786,Västra Ringsjön,Höör,12/15/1994,1994,12,15,349,0.5,0.5,14.9,8.09,4.5,50,,24.8,,,Västra Ringsjön
572787,Västra Ringsjön,Höör,2/15/1994,1994,2,15,46,0.5,0.5,16.7,8.22,,42,,24.5,,,Västra Ringsjön
572788,Västra Ringsjön,Höör,3/15/1994,1994,3,15,74,0.5,0.5,13.6,8.21,2.1,52,,24.3,,,Västra Ringsjön
572789,Västra Ringsjön,Höör,4/15/1994,1994,4,15,105,0.5,0.5,17.7,8.66,7.7,29,,23.1,,,Västra Ringsjön
572790,Västra Ringsjön,Höör,5/15/1994,1994,5,15,135,0.5,0.5,23.8,8.68,14,37,,23.7,,,Västra Ringsjön
572791,Västra Ringsjön,Höör,6/15/1994,1994,6,15,166,0.5,0.5,46.2,8.89,14.9,53,9,23.2,,,Västra Ringsjön
572792,Västra Ringsjön,Höör,7/15/1994,1994,7,15,196,0.5,0.5,30.4,8.65,23.8,46,9,24.2,,,Västra Ringsjön
572793,Västra Ringsjön,Höör,8/15/1994,1994,8,15,227,0.5,0.5,68.6,8.81,19.1,85,10,24.2,,,Västra Ringsjön
572794,Västra Ringsjön,Höör,9/15/1994,1994,9,15,258,0.5,0.5,37.1,8.2,13.1,98,,24.2,,,Västra Ringsjön
572796,Västra Ringsjön,Höör,10/15/1995,1995,10,15,288,0.5,0.5,27.4,8.14,13.2,56,,22.8,,,Västra Ringsjön
572797,Västra Ringsjön,Höör,11/15/1995,1995,11,15,319,0.5,0.5,43,7.91,2.2,80,,23.6,,,Västra Ringsjön
572799,Västra Ringsjön,Höör,2/15/1995,1995,2,15,46,0.5,0.5,17.7,7.97,1.7,43,,23.6,,,Västra Ringsjön
572800,Västra Ringsjön,Höör,3/15/1995,1995,3,15,74,0.5,0.5,19,8.06,2.8,41,,22.1,,,Västra Ringsjön
572801,Västra Ringsjön,Höör,4/15/1995,1995,4,15,105,0.5,0.5,14,7.95,5.3,39,,22.1,,,Västra Ringsjön
572802,Västra Ringsjön,Höör,5/15/1995,1995,5,15,135,0.5,0.5,11,7.95,10,31,,21,,,Västra Ringsjön
572803,Västra Ringsjön,Höör,6/15/1995,1995,6,15,166,0.5,0.5,6,7.91,17.4,24,9,23.4,,,Västra Ringsjön
572804,Västra Ringsjön,Höör,7/15/1995,1995,7,15,196,0.5,0.5,25.6,8.8,21.5,77,9,23.3,,,Västra Ringsjön
572805,Västra Ringsjön,Höör,8/15/1995,1995,8,15,227,0.5,0.5,35.3,9,23.6,78,12,23.3,,,Västra Ringsjön
572806,Västra Ringsjön,Höör,9/15/1995,1995,9,15,258,0.5,0.5,54,9.04,17.2,100,13,22.5,,,Västra Ringsjön
572807,Västra Ringsjön,Höör,1/15/1996,1996,1,15,15,0.5,0.5,5.6,7.87,0.7,20,,23.1,,,Västra Ringsjön
572808,Västra Ringsjön,Höör,10/15/1996,1996,10,15,289,0.5,0.5,23.9,8.09,12.5,73,11,24.4,,,Västra Ringsjön
572809,Västra Ringsjön,Höör,11/15/1996,1996,11,15,320,0.5,0.5,30.9,8.19,5.1,51,,23.7,,,Västra Ringsjön
572810,Västra Ringsjön,Höör,12/15/1996,1996,12,15,350,0.5,0.5,22.3,8.07,0.5,42,,25.4,,,Västra Ringsjön
572811,Västra Ringsjön,Höör,2/15/1996,1996,2,15,46,0.5,0.5,6.9,7.74,1.2,19,,26.2,,,Västra Ringsjön
572812,Västra Ringsjön,Höör,3/15/1996,1996,3,15,75,0.5,0.5,18.4,8.1,0.1,45,17,23.6,,,Västra Ringsjön
572813,Västra Ringsjön,Höör,5/15/1996,1996,5,15,136,0.5,0.5,7.8,8.58,12.6,38,12,23.4,,,Västra Ringsjön
572814,Västra Ringsjön,Höör,6/15/1996,1996,6,15,167,0.5,0.5,20.7,9,24.2,40,12,21.4,,,Västra Ringsjön
572815,Västra Ringsjön,Höör,7/15/1996,1996,7,15,197,0.5,0.5,31.3,8.87,17,52,14,22,,,Västra Ringsjön
572816,Västra Ringsjön,Höör,8/15/1996,1996,8,15,228,0.5,0.5,81.5,8.52,18.5,130,10,24.1,,,Västra Ringsjön
572817,Västra Ringsjön,Höör,9/15/1996,1996,9,15,259,0.5,0.5,60.4,8.88,11.8,77,9,23.5,,,Västra Ringsjön
572818,Västra Ringsjön,Höör,1/15/1997,1997,1,15,15,0.5,0.5,13,8.05,1,110,,31.9,,,Västra Ringsjön
572819,Västra Ringsjön,Höör,10/16/1997,1997,10,16,289,0.5,0.5,27,8.22,8.7,76,11,28.5,,,Västra Ringsjön
572820,Västra Ringsjön,Höör,11/14/1997,1997,11,14,318,0.5,0.5,14,8.05,5.4,54,11.6,29.8,,,Västra Ringsjön
572821,Västra Ringsjön,Höör,12/16/1997,1997,12,16,350,0.5,0.5,18,8.01,0.6,43,12.5,30.1,,,Västra Ringsjön
572822,Västra Ringsjön,Höör,3/11/1997,1997,3,11,70,0.5,0.5,18,8.17,4.7,47,13.6,28.4,,,Västra Ringsjön
572823,Västra Ringsjön,Höör,4/14/1997,1997,4,14,104,0.5,0.5,52,8.28,6.3,78,12.8,28.8,,,Västra Ringsjön
572824,Västra Ringsjön,Höör,5/13/1997,1997,5,13,133,0.5,0.5,8.3,8.39,12.6,49,11,29,,,Västra Ringsjön
572825,Västra Ringsjön,Höör,6/17/1997,1997,6,17,168,0.5,0.5,28,8.3,17.7,73,9.9,29.4,,,Västra Ringsjön
572826,Västra Ringsjön,Höör,7/14/1997,1997,7,14,195,0.5,0.5,18,8.6,23,81,10.2,29.7,,,Västra Ringsjön
572827,Västra Ringsjön,Höör,8/14/1997,1997,8,14,226,0.5,0.5,65,9.1,24.3,99,12.5,25.8,,,Västra Ringsjön
572828,Västra Ringsjön,Höör,9/15/1997,1997,9,15,258,0.5,0.5,96,8.54,13.7,160,9.7,27.2,,,Västra Ringsjön
572829,Västra Ringsjön,Höör,1/14/1998,1998,1,14,14,0.5,0.5,26,8.07,3.1,41,13.1,30.7,,,Västra Ringsjön
572830,Västra Ringsjön,Höör,10/19/1998,1998,10,19,292,0.5,0.5,44,8.19,8.3,100,9.6,30.1,,,Västra Ringsjön
572831,Västra Ringsjön,Höör,11/12/1998,1998,11,12,316,0.5,0.5,30,8.1,3.8,56,10.3,29.5,,,Västra Ringsjön
572832,Västra Ringsjön,Höör,12/11/1998,1998,12,11,345,0.5,0.5,6.2,7.83,0.7,54,10.8,29.3,,,Västra Ringsjön
572833,Västra Ringsjön,Höör,2/17/1998,1998,2,17,48,0.5,0.5,23,7.94,3.1,61,13.2,31,,,Västra Ringsjön
572834,Västra Ringsjön,Höör,3/17/1998,1998,3,17,76,0.5,0.5,37,8.47,2.8,44,13.4,30.3,,,Västra Ringsjön
572835,Västra Ringsjön,Höör,4/15/1998,1998,4,15,105,0.5,0.5,14,8.23,6,39,12.4,30.3,,,Västra Ringsjön
572836,Västra Ringsjön,Höör,5/12/1998,1998,5,12,132,0.5,0.5,6.3,8.09,16.1,37,,30.6,,,Västra Ringsjön
572837,Västra Ringsjön,Höör,6/17/1998,1998,6,17,168,0.5,0.5,52,8.92,14.2,120,,29.6,,,Västra Ringsjön
572838,Västra Ringsjön,Höör,7/14/1998,1998,7,14,195,0.5,0.5,55,8.55,16.1,87,10.5,30.1,,,Västra Ringsjön
572839,Västra Ringsjön,Höör,8/17/1998,1998,8,17,229,0.5,0.5,49,8.56,17.5,96,9.1,29.4,,,Västra Ringsjön
572840,Västra Ringsjön,Höör,9/16/1998,1998,9,16,259,0.5,0.5,71,8.21,14.6,95,9.5,30.3,,,Västra Ringsjön
572841,Västra Ringsjön,Höör,1/18/1999,1999,1,18,18,0.5,0.5,15,7.9,1.4,45,13.9,28.1,,,Västra Ringsjön
572842,Västra Ringsjön,Höör,10/15/1999,1999,10,15,288,0.5,0.5,80,8.17,10.3,170,8.8,25.9,,,Västra Ringsjön
572843,Västra Ringsjön,Höör,11/16/1999,1999,11,16,320,0.5,0.5,28,7.98,4.9,85,11.9,27.1,,,Västra Ringsjön
572844,Västra Ringsjön,Höör,12/15/1999,1999,12,15,349,0.5,0.5,50,8.02,2.4,110,12.6,27.2,,,Västra Ringsjön
572845,Västra Ringsjön,Höör,2/19/1999,1999,2,19,50,0.5,0.5,23,8.12,1,43,12.9,27.7,,,Västra Ringsjön
572846,Västra Ringsjön,Höör,3/18/1999,1999,3,18,77,0.5,0.5,28,8.11,1.7,44,15.8,27.2,,,Västra Ringsjön
