Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,Ecotype,elev,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,isolation_and_growth_condition,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR25384611,AMPLICON,476,189625548,PRJNA985135,SAMN35790200,"MIMS.me,MIGS/MIMS/MIMARKS.soil",67212666,UNIVERSITY OF VIGO,2018-10-01,public,missing,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",20cm,missing,146,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX21123059,Sweden,Europe,Sweden,Illumina MiSeq,missing,missing,60.93118 N 16.57378 E,Lucas0833,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_833,SRP450765
SRR25384612,AMPLICON,476,221820760,PRJNA985135,SAMN35790199,"MIMS.me,MIGS/MIMS/MIMARKS.soil",79345974,UNIVERSITY OF VIGO,2018-10-03,public,missing,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",20cm,missing,211,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX21123058,Ireland,Europe,Ireland,Illumina MiSeq,missing,missing,54.98097 N 8.06497 W,Lucas0832,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_832,SRP450765
SRR25384613,AMPLICON,476,141223488,PRJNA985135,SAMN35790198,"MIMS.me,MIGS/MIMS/MIMARKS.soil",60200119,UNIVERSITY OF VIGO,2018-10-30,public,missing,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",20cm,missing,568,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123057,Romania,Europe,Romania,Illumina MiSeq,missing,missing,46.03454 N 26.12905 E,Lucas0831,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_831,SRP450765
SRR25384614,AMPLICON,476,72720900,PRJNA985135,SAMN35789451,"MIMS.me,MIGS/MIMS/MIMARKS.soil",25589723,UNIVERSITY OF VIGO,2018-05-29,public,missing,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",20cm,missing,330,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX21123056,Spain,Europe,Spain,Illumina MiSeq,missing,missing,43.3998 N 4.99774 W,Lucas0084,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_84,SRP450765
SRR25384615,AMPLICON,476,97955088,PRJNA985135,SAMN35790197,"MIMS.me,MIGS/MIMS/MIMARKS.soil",35881426,UNIVERSITY OF VIGO,2018-11-14,public,missing,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",20cm,missing,50,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123055,Romania,Europe,Romania,Illumina MiSeq,missing,missing,44.87865 N 27.37252 E,Lucas0830,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_830,SRP450765
SRR25384616,AMPLICON,476,112507836,PRJNA985135,SAMN35790196,"MIMS.me,MIGS/MIMS/MIMARKS.soil",40193799,UNIVERSITY OF VIGO,2018-11-21,public,missing,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",20cm,missing,320,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX21123054,Romania,Europe,Romania,Illumina MiSeq,missing,missing,47.65393 N 26.34203 E,Lucas0829,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_829,SRP450765
SRR25384617,AMPLICON,476,188478388,PRJNA985135,SAMN35790195,"MIMS.me,MIGS/MIMS/MIMARKS.soil",66116771,UNIVERSITY OF VIGO,2018-10-16,public,missing,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",20cm,missing,372,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX21123053,Sweden,Europe,Sweden,Illumina MiSeq,missing,missing,61.51776 N 15.00322 E,Lucas0828,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:29:00Z,1,LUCAS_828,SRP450765
SRR25384618,AMPLICON,476,55139364,PRJNA985135,SAMN35790194,"MIMS.me,MIGS/MIMS/MIMARKS.soil",19445514,UNIVERSITY OF VIGO,2018-11-19,public,missing,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",20cm,missing,166,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX21123052,Romania,Europe,Romania,Illumina MiSeq,missing,missing,47.64041 N 27.02258 E,Lucas0827,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_827,SRP450765
SRR25384619,AMPLICON,476,222858916,PRJNA985135,SAMN35790193,"MIMS.me,MIGS/MIMS/MIMARKS.soil",78750733,UNIVERSITY OF VIGO,2018-11-19,public,missing,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",20cm,missing,98,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123051,Romania,Europe,Romania,Illumina MiSeq,missing,missing,47.86525 N 26.87876 E,Lucas0826,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_826,SRP450765
SRR25384620,AMPLICON,476,143945256,PRJNA985135,SAMN35790192,"MIMS.me,MIGS/MIMS/MIMARKS.soil",50537411,UNIVERSITY OF VIGO,2018-11-14,public,missing,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",20cm,missing,62,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123050,Romania,Europe,Romania,Illumina MiSeq,missing,missing,44.32812 N 28.41488 E,Lucas0825,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_825,SRP450765
SRR25384621,AMPLICON,476,158032000,PRJNA985135,SAMN35790191,"MIMS.me,MIGS/MIMS/MIMARKS.soil",56136195,UNIVERSITY OF VIGO,2018-11-19,public,missing,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",20cm,missing,165,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123049,Romania,Europe,Romania,Illumina MiSeq,missing,missing,47.52332 N 27.06515 E,Lucas0824,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_824,SRP450765
SRR25384622,AMPLICON,476,142807616,PRJNA985135,SAMN35790190,"MIMS.me,MIGS/MIMS/MIMARKS.soil",50504682,UNIVERSITY OF VIGO,2018-11-21,public,missing,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",20cm,missing,1211,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX21123048,Romania,Europe,Romania,Illumina MiSeq,missing,missing,47.41617 N 25.34075 E,Lucas0823,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_823,SRP450765
SRR25384623,AMPLICON,476,212216984,PRJNA985135,SAMN35790017,"MIMS.me,MIGS/MIMS/MIMARKS.soil",73489487,UNIVERSITY OF VIGO,2018-08-20,public,missing,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",20cm,missing,1007,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX21123047,Spain,Europe,Spain,Illumina MiSeq,missing,missing,42.60839 N 1.12082 E,Lucas0650,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_650,SRP450765
SRR25384624,AMPLICON,476,152461848,PRJNA985135,SAMN35790016,"MIMS.me,MIGS/MIMS/MIMARKS.soil",52680843,UNIVERSITY OF VIGO,2018-08-27,public,missing,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",20cm,missing,155,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX21123046,France,Europe,France,Illumina MiSeq,missing,missing,48.03134 N 2.11625 E,Lucas0649,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_649,SRP450765
SRR25384625,AMPLICON,476,246204336,PRJNA985135,SAMN35790015,"MIMS.me,MIGS/MIMS/MIMARKS.soil",87204328,UNIVERSITY OF VIGO,2018-08-27,public,missing,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",20cm,missing,225,ENVO:01000182,ENVO:01000182,ENVO:00001998,SRX21123045,France,Europe,France,Illumina MiSeq,missing,missing,48.2616 N 3.37113 W,Lucas0648,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_648,SRP450765
SRR25384626,AMPLICON,476,310623796,PRJNA985135,SAMN35790014,"MIMS.me,MIGS/MIMS/MIMARKS.soil",107360923,UNIVERSITY OF VIGO,2018-09-05,public,missing,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",20cm,missing,850,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX21123044,Spain,Europe,Spain,Illumina MiSeq,missing,missing,40.53224 N 4.56046 W,Lucas0647,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_647,SRP450765
SRR25384627,AMPLICON,476,153788936,PRJNA985135,SAMN35790013,"MIMS.me,MIGS/MIMS/MIMARKS.soil",53480528,UNIVERSITY OF VIGO,2018-08-20,public,missing,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",20cm,missing,98,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123043,Poland,Europe,Poland,Illumina MiSeq,missing,missing,52.31136 N 17.36041 E,Lucas0646,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_646,SRP450765
SRR25384628,AMPLICON,476,137705372,PRJNA985135,SAMN35790012,"MIMS.me,MIGS/MIMS/MIMARKS.soil",47892097,UNIVERSITY OF VIGO,2018-08-22,public,missing,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",20cm,missing,801,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123042,Spain,Europe,Spain,Illumina MiSeq,missing,missing,42.32232 N 5.68864 W,Lucas0645,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_645,SRP450765
SRR25384629,AMPLICON,476,151562684,PRJNA985135,SAMN35790011,"MIMS.me,MIGS/MIMS/MIMARKS.soil",52823075,UNIVERSITY OF VIGO,2018-08-29,public,missing,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",20cm,missing,438,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123041,Bulgaria,Europe,Bulgaria,Illumina MiSeq,missing,missing,43.09199 N 23.81733 E,Lucas0644,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_644,SRP450765
SRR25384630,AMPLICON,476,145821172,PRJNA985135,SAMN35790010,"MIMS.me,MIGS/MIMS/MIMARKS.soil",59252375,UNIVERSITY OF VIGO,2018-08-12,public,missing,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",20cm,missing,119,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123040,France,Europe,France,Illumina MiSeq,missing,missing,49.13926 N 1.6905 E,Lucas0643,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_643,SRP450765
SRR25384631,AMPLICON,476,154123088,PRJNA985135,SAMN35790009,"MIMS.me,MIGS/MIMS/MIMARKS.soil",53720849,UNIVERSITY OF VIGO,2018-08-13,public,missing,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",20cm,missing,152,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123039,France,Europe,France,Illumina MiSeq,missing,missing,48.92598 N 1.03901 E,Lucas0642,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_642,SRP450765
SRR25384632,AMPLICON,476,152409012,PRJNA985135,SAMN35790008,"MIGS/MIMS/MIMARKS.soil,MIMS.me",53107808,UNIVERSITY OF VIGO,2018-08-28,public,missing,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",20cm,missing,614,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123038,Spain,Europe,Spain,Illumina MiSeq,missing,missing,39.11916 N 3.8195 W,Lucas0641,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_641,SRP450765
SRR25384633,AMPLICON,476,246046304,PRJNA985135,SAMN35789432,"MIMS.me,MIGS/MIMS/MIMARKS.soil",84497836,UNIVERSITY OF VIGO,2018-05-21,public,missing,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",20cm,missing,307,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123037,Germany,Europe,Germany,Illumina MiSeq,missing,missing,48.68388 N 13.10994 E,Lucas0065,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_65,SRP450765
SRR25384634,AMPLICON,476,212486876,PRJNA985135,SAMN35790007,"MIMS.me,MIGS/MIMS/MIMARKS.soil",74267645,UNIVERSITY OF VIGO,2018-08-12,public,missing,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",20cm,missing,594,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123036,France,Europe,France,Illumina MiSeq,missing,missing,48.02384 N 7.11829 E,Lucas0640,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_640,SRP450765
SRR25384635,AMPLICON,476,243751508,PRJNA985135,SAMN35790006,"MIMS.me,MIGS/MIMS/MIMARKS.soil",85473578,UNIVERSITY OF VIGO,2018-08-21,public,missing,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",20cm,missing,521,ENVO:01000182,ENVO:01000182,ENVO:00001998,SRX21123035,France,Europe,France,Illumina MiSeq,missing,missing,47.01252 N 4.67303 E,Lucas0639,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_639,SRP450765
SRR25384636,AMPLICON,476,163974384,PRJNA985135,SAMN35790005,"MIMS.me,MIGS/MIMS/MIMARKS.soil",56945259,UNIVERSITY OF VIGO,2018-08-27,public,missing,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",20cm,missing,174,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123034,Belgium,Europe,Belgium,Illumina MiSeq,missing,missing,50.5856 N 5.15297 E,Lucas0638,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_638,SRP450765
SRR25384637,AMPLICON,476,267548176,PRJNA985135,SAMN35790004,"MIMS.me,MIGS/MIMS/MIMARKS.soil",93568297,UNIVERSITY OF VIGO,2018-09-05,public,missing,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",20cm,missing,1137,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX21123033,Spain,Europe,Spain,Illumina MiSeq,missing,missing,42.59264 N 0.16751 E,Lucas0637,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_637,SRP450765
SRR25384638,AMPLICON,476,219386496,PRJNA985135,SAMN35790003,"MIMS.me,MIGS/MIMS/MIMARKS.soil",76586888,UNIVERSITY OF VIGO,2018-09-05,public,missing,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",20cm,missing,107,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX21123032,Greece,Europe,Greece,Illumina MiSeq,missing,missing,40.97182 N 26.31158 E,Lucas0636,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_636,SRP450765
SRR25384639,AMPLICON,476,205620100,PRJNA985135,SAMN35790002,"MIMS.me,MIGS/MIMS/MIMARKS.soil",72005795,UNIVERSITY OF VIGO,2018-08-07,public,missing,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",20cm,missing,494,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX21123031,Slovenia,Europe,Slovenia,Illumina MiSeq,missing,missing,45.96836 N 15.27525 E,Lucas0635,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_635,SRP450765
SRR25384640,AMPLICON,476,147500024,PRJNA985135,SAMN35790001,"MIMS.me,MIGS/MIMS/MIMARKS.soil",51355569,UNIVERSITY OF VIGO,2018-08-15,public,missing,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",20cm,missing,279,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX21123030,Sweden,Europe,Sweden,Illumina MiSeq,missing,missing,57.10833 N 15.23114 E,Lucas0634,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_634,SRP450765
SRR25384641,AMPLICON,476,173772844,PRJNA985135,SAMN35790000,"MIMS.me,MIGS/MIMS/MIMARKS.soil",68787809,UNIVERSITY OF VIGO,2018-08-15,public,missing,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",20cm,missing,119,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX21123029,Sweden,Europe,Sweden,Illumina MiSeq,missing,missing,57.93516 N 11.97245 E,Lucas0633,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_633,SRP450765
SRR25384642,AMPLICON,476,159198200,PRJNA985135,SAMN35789999,"MIMS.me,MIGS/MIMS/MIMARKS.soil",54632312,UNIVERSITY OF VIGO,2018-08-06,public,missing,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",20cm,missing,27,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123028,Sweden,Europe,Sweden,Illumina MiSeq,missing,missing,59.32139 N 15.35088 E,Lucas0632,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_632,SRP450765
SRR25384643,AMPLICON,476,249176004,PRJNA985135,SAMN35789998,"MIMS.me,MIGS/MIMS/MIMARKS.soil",85092446,UNIVERSITY OF VIGO,2018-08-07,public,missing,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",20cm,missing,1387,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX21123027,Slovenia,Europe,Slovenia,Illumina MiSeq,missing,missing,46.24022 N 14.00395 E,Lucas0631,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_631,SRP450765
SRR25384644,AMPLICON,476,234586604,PRJNA985135,SAMN35789431,"MIMS.me,MIGS/MIMS/MIMARKS.soil",81000065,UNIVERSITY OF VIGO,2018-05-28,public,missing,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",20cm,missing,73,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123026,Denmark,Europe,Denmark,Illumina MiSeq,missing,missing,56.24028 N 9.40372 E,Lucas0064,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_64,SRP450765
SRR25384645,AMPLICON,476,135184952,PRJNA985135,SAMN35789997,"MIMS.me,MIGS/MIMS/MIMARKS.soil",46601371,UNIVERSITY OF VIGO,2018-08-14,public,missing,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",20cm,missing,462,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX21123025,Austria,Europe,Austria,Illumina MiSeq,missing,missing,46.7008 N 15.42656 E,Lucas0630,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_630,SRP450765
SRR25384646,AMPLICON,476,139889736,PRJNA985135,SAMN35789996,"MIGS/MIMS/MIMARKS.soil,MIMS.me",49006361,UNIVERSITY OF VIGO,2018-08-13,public,missing,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",20cm,missing,229,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123024,Poland,Europe,Poland,Illumina MiSeq,missing,missing,51.11828 N 19.81696 E,Lucas0629,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_629,SRP450765
SRR25384647,AMPLICON,476,143303608,PRJNA985135,SAMN35789995,"MIMS.me,MIGS/MIMS/MIMARKS.soil",49285953,UNIVERSITY OF VIGO,2018-08-16,public,missing,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",20cm,missing,805,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX21123023,France,Europe,France,Illumina MiSeq,missing,missing,44.14827 N 3.24245 E,Lucas0628,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_628,SRP450765
SRR25384648,AMPLICON,476,265422836,PRJNA985135,SAMN35789994,"MIMS.me,MIGS/MIMS/MIMARKS.soil",92238897,UNIVERSITY OF VIGO,2018-08-06,public,missing,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",20cm,missing,1831,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX21123022,Spain,Europe,Spain,Illumina MiSeq,missing,missing,37.1512 N 3.21514 W,Lucas0627,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_627,SRP450765
SRR25384649,AMPLICON,476,236517736,PRJNA985135,SAMN35789993,"MIMS.me,MIGS/MIMS/MIMARKS.soil",82513193,UNIVERSITY OF VIGO,2018-08-14,public,missing,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",20cm,missing,49,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123021,France,Europe,France,Illumina MiSeq,missing,missing,48.66096 N 4.11649 W,Lucas0626,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_626,SRP450765
SRR25384650,AMPLICON,476,166167316,PRJNA985135,SAMN35789992,"MIMS.me,MIGS/MIMS/MIMARKS.soil",58380797,UNIVERSITY OF VIGO,2018-08-08,public,missing,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",20cm,missing,239,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX21123020,Portugal,Europe,Portugal,Illumina MiSeq,missing,missing,39.75208 N 7.18881 W,Lucas0625,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_625,SRP450765
SRR25384651,AMPLICON,476,344061368,PRJNA985135,SAMN35789991,"MIMS.me,MIGS/MIMS/MIMARKS.soil",135856548,UNIVERSITY OF VIGO,2018-08-13,public,missing,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",20cm,missing,1344,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX21123019,Spain,Europe,Spain,Illumina MiSeq,missing,missing,38.30319 N 2.56428 W,Lucas0624,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_624,SRP450765
SRR25384652,AMPLICON,476,365178156,PRJNA985135,SAMN35789990,"MIMS.me,MIGS/MIMS/MIMARKS.soil",125780519,UNIVERSITY OF VIGO,2018-08-15,public,missing,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",20cm,missing,108,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX21123018,Sweden,Europe,Sweden,Illumina MiSeq,missing,missing,56.86111 N 15.95306 E,Lucas0623,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_623,SRP450765
SRR25384653,AMPLICON,476,263891544,PRJNA985135,SAMN35789989,"MIMS.me,MIGS/MIMS/MIMARKS.soil",90627412,UNIVERSITY OF VIGO,2018-08-07,public,missing,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",20cm,missing,576,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX21123017,Portugal,Europe,Portugal,Illumina MiSeq,missing,missing,41.24801 N 7.48589 W,Lucas0622,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_622,SRP450765
SRR25384654,AMPLICON,476,69354628,PRJNA985135,SAMN35789988,"MIMS.me,MIGS/MIMS/MIMARKS.soil",24099670,UNIVERSITY OF VIGO,2018-08-06,public,missing,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",20cm,missing,630,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX21123016,Greece,Europe,Greece,Illumina MiSeq,missing,missing,39.03181 N 21.72511 E,Lucas0621,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-07-22T00:00:00Z,2023-07-21T14:30:00Z,1,LUCAS_621,SRP450765
