Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,elev,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR24068327,AMPLICON,487,111712904,PRJNA952168,SAMN34067496,"MIMS.me,MIGS/MIMS/MIMARKS.soil",46604561,UNIVERSITY OF ZURICH,2018-11-22,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",20cm,993,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19869708,Romania,Europe,Romania,Illumina MiSeq,46.61015 N 25.71756 E,821_HJV2KDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_821,SRP430822
SRR24068328,AMPLICON,488,2090104,PRJNA952168,SAMN34067495,"MIMS.me,MIGS/MIMS/MIMARKS.soil",984534,UNIVERSITY OF ZURICH,2018-10-19,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",20cm,241,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19869707,Romania,Europe,Romania,Illumina MiSeq,44.81199 N 25.48283 E,820_HJVJHDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_820,SRP430822
SRR24068329,AMPLICON,487,126275329,PRJNA952168,SAMN34067495,"MIMS.me,MIGS/MIMS/MIMARKS.soil",53814599,UNIVERSITY OF ZURICH,2018-10-19,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",20cm,241,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19869706,Romania,Europe,Romania,Illumina MiSeq,44.81199 N 25.48283 E,820_HJV2KDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:02:00Z,1,LUCAS_820,SRP430822
SRR24068330,AMPLICON,488,2176968,PRJNA952168,SAMN34067494,"MIMS.me,MIGS/MIMS/MIMARKS.soil",1031872,UNIVERSITY OF ZURICH,2018-10-16,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",20cm,213,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19869705,France,Europe,France,Illumina MiSeq,49.06993 N 3.3539 E,819_HJVJHDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_819,SRP430822
SRR24068331,AMPLICON,487,133267394,PRJNA952168,SAMN34067494,"MIMS.me,MIGS/MIMS/MIMARKS.soil",57249651,UNIVERSITY OF ZURICH,2018-10-16,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",20cm,213,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19869704,France,Europe,France,Illumina MiSeq,49.06993 N 3.3539 E,819_HJV2KDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:02:00Z,1,LUCAS_819,SRP430822
SRR24068332,AMPLICON,487,116347424,PRJNA952168,SAMN34067273,"MIMS.me,MIGS/MIMS/MIMARKS.soil",47556278,UNIVERSITY OF ZURICH,2018-08-13,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",20cm,43,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX19869703,Poland,Europe,Poland,Illumina MiSeq,53.57256 N 14.90972 E,598_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_598,SRP430822
SRR24068333,AMPLICON,488,3172000,PRJNA952168,SAMN34067493,"MIMS.me,MIGS/MIMS/MIMARKS.soil",1444551,UNIVERSITY OF ZURICH,2018-10-22,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",20cm,224,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19869702,Romania,Europe,Romania,Illumina MiSeq,45.00382 N 26.26496 E,818_HJVJHDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_818,SRP430822
SRR24068334,AMPLICON,487,137460784,PRJNA952168,SAMN34067493,"MIMS.me,MIGS/MIMS/MIMARKS.soil",57294591,UNIVERSITY OF ZURICH,2018-10-22,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",20cm,224,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19869701,Romania,Europe,Romania,Illumina MiSeq,45.00382 N 26.26496 E,818_HJV2KDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:02:00Z,1,LUCAS_818,SRP430822
SRR24068335,AMPLICON,487,2978751,PRJNA952168,SAMN34067492,"MIMS.me,MIGS/MIMS/MIMARKS.soil",1373683,UNIVERSITY OF ZURICH,2018-10-29,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",20cm,514,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19869700,Romania,Europe,Romania,Illumina MiSeq,46.04378 N 25.20513 E,817_HJVJHDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_817,SRP430822
SRR24068336,AMPLICON,487,128580646,PRJNA952168,SAMN34067492,"MIMS.me,MIGS/MIMS/MIMARKS.soil",53944871,UNIVERSITY OF ZURICH,2018-10-29,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",20cm,514,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19869699,Romania,Europe,Romania,Illumina MiSeq,46.04378 N 25.20513 E,817_HJV2KDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:02:00Z,1,LUCAS_817,SRP430822
SRR24068337,AMPLICON,487,2439511,PRJNA952168,SAMN34067491,"MIMS.me,MIGS/MIMS/MIMARKS.soil",1132891,UNIVERSITY OF ZURICH,2018-11-14,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",20cm,16,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19869698,Romania,Europe,Romania,Illumina MiSeq,45.19461 N 27.78881 E,816_HJVJHDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_816,SRP430822
SRR24068338,AMPLICON,487,69128580,PRJNA952168,SAMN34067451,"MIMS.me,MIGS/MIMS/MIMARKS.soil",28315261,UNIVERSITY OF ZURICH,2018-12-03,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",20cm,185,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19869697,Romania,Europe,Romania,Illumina MiSeq,44.68651 N 23.64606 E,776_HJV2KDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_776,SRP430822
SRR24068339,AMPLICON,488,2810392,PRJNA952168,SAMN34067450,"MIMS.me,MIGS/MIMS/MIMARKS.soil",1247233,UNIVERSITY OF ZURICH,2018-09-18,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",20cm,215,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19869696,Sweden,Europe,Sweden,Illumina MiSeq,66.31296 N 21.09295 E,775_HJVJHDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_775,SRP430822
SRR24068340,AMPLICON,487,117147737,PRJNA952168,SAMN34067450,"MIMS.me,MIGS/MIMS/MIMARKS.soil",47245304,UNIVERSITY OF ZURICH,2018-09-18,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",20cm,215,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19869695,Sweden,Europe,Sweden,Illumina MiSeq,66.31296 N 21.09295 E,775_HJV2KDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_775,SRP430822
SRR24068341,AMPLICON,487,1697751,PRJNA952168,SAMN34067449,"MIMS.me,MIGS/MIMS/MIMARKS.soil",801477,UNIVERSITY OF ZURICH,2018-09-11,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",20cm,90,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19869694,Sweden,Europe,Sweden,Illumina MiSeq,60.29116 N 17.09979 E,774_HJVJHDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_774,SRP430822
SRR24068342,AMPLICON,487,89393207,PRJNA952168,SAMN34067449,"MIMS.me,MIGS/MIMS/MIMARKS.soil",37240140,UNIVERSITY OF ZURICH,2018-09-11,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",20cm,90,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19869693,Sweden,Europe,Sweden,Illumina MiSeq,60.29116 N 17.09979 E,774_HJV2KDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:02:00Z,1,LUCAS_774,SRP430822
SRR24068343,AMPLICON,487,1027726,PRJNA952168,SAMN34067448,"MIMS.me,MIGS/MIMS/MIMARKS.soil",517372,UNIVERSITY OF ZURICH,2018-09-19,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",20cm,263,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19869692,Sweden,Europe,Sweden,Illumina MiSeq,57.86655 N 13.55168 E,773_HJVJHDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_773,SRP430822
SRR24068344,AMPLICON,487,57697671,PRJNA952168,SAMN34067448,"MIMS.me,MIGS/MIMS/MIMARKS.soil",23966345,UNIVERSITY OF ZURICH,2018-09-19,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",20cm,263,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19869691,Sweden,Europe,Sweden,Illumina MiSeq,57.86655 N 13.55168 E,773_HJV2KDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_773,SRP430822
SRR24068345,AMPLICON,487,1207303,PRJNA952168,SAMN34067447,"MIMS.me,MIGS/MIMS/MIMARKS.soil",607579,UNIVERSITY OF ZURICH,2018-09-17,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",20cm,134,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX19869690,Finland,Europe,Finland,Illumina MiSeq,64.2772 N 25.30775 E,772_HJVJHDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_772,SRP430822
SRR24068346,AMPLICON,487,82702268,PRJNA952168,SAMN34067447,"MIMS.me,MIGS/MIMS/MIMARKS.soil",35560825,UNIVERSITY OF ZURICH,2018-09-17,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",20cm,134,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX19869689,Finland,Europe,Finland,Illumina MiSeq,64.2772 N 25.30775 E,772_HJV2KDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_772,SRP430822
SRR24068347,AMPLICON,487,155503191,PRJNA952168,SAMN34067269,"MIMS.me,MIGS/MIMS/MIMARKS.soil",63177364,UNIVERSITY OF ZURICH,2018-07-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",20cm,3,ENVO:01000182,ENVO:01000182,ENVO:00001998,SRX19869688,Greece,Europe,Greece,Illumina MiSeq,38.82114 N 22.52328 E,594_HLTHGDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:02:00Z,1,LUCAS_594,SRP430822
SRR24068348,AMPLICON,487,1911006,PRJNA952168,SAMN34067446,"MIMS.me,MIGS/MIMS/MIMARKS.soil",878577,UNIVERSITY OF ZURICH,2018-09-11,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",20cm,271,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19869687,Sweden,Europe,Sweden,Illumina MiSeq,64.78831 N 19.1624 E,771_HJVJHDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_771,SRP430822
SRR24068349,AMPLICON,487,88278191,PRJNA952168,SAMN34067446,"MIMS.me,MIGS/MIMS/MIMARKS.soil",35765846,UNIVERSITY OF ZURICH,2018-09-11,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",20cm,271,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19869686,Sweden,Europe,Sweden,Illumina MiSeq,64.78831 N 19.1624 E,771_HJV2KDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:02:00Z,1,LUCAS_771,SRP430822
SRR24068350,AMPLICON,487,1889534,PRJNA952168,SAMN34067445,"MIMS.me,MIGS/MIMS/MIMARKS.soil",881215,UNIVERSITY OF ZURICH,2018-12-03,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",20cm,205,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19869685,Romania,Europe,Romania,Illumina MiSeq,45.90292 N 23.27211 E,770_HJVJHDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_770,SRP430822
SRR24068351,AMPLICON,487,94223969,PRJNA952168,SAMN34067445,"MIMS.me,MIGS/MIMS/MIMARKS.soil",38971372,UNIVERSITY OF ZURICH,2018-12-03,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",20cm,205,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19869684,Romania,Europe,Romania,Illumina MiSeq,45.90292 N 23.27211 E,770_HJV2KDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:02:00Z,1,LUCAS_770,SRP430822
SRR24068352,AMPLICON,487,5926248,PRJNA952168,SAMN34067444,"MIMS.me,MIGS/MIMS/MIMARKS.soil",2395995,UNIVERSITY OF ZURICH,2018-12-14,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",20cm,252,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19869683,Romania,Europe,Romania,Illumina MiSeq,45.32165 N 21.88759 E,769_HLTLNDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_769,SRP430822
SRR24068353,AMPLICON,487,20810749,PRJNA952168,SAMN34067444,"MIMS.me,MIGS/MIMS/MIMARKS.soil",8920044,UNIVERSITY OF ZURICH,2018-12-14,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",20cm,252,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19869682,Romania,Europe,Romania,Illumina MiSeq,45.32165 N 21.88759 E,769_HLTGJDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_769,SRP430822
SRR24068354,AMPLICON,488,973072,PRJNA952168,SAMN34067444,"MIMS.me,MIGS/MIMS/MIMARKS.soil",500415,UNIVERSITY OF ZURICH,2018-12-14,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",20cm,252,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19869681,Romania,Europe,Romania,Illumina MiSeq,45.32165 N 21.88759 E,769_HJVJHDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_769,SRP430822
SRR24068355,AMPLICON,487,73096985,PRJNA952168,SAMN34067444,"MIMS.me,MIGS/MIMS/MIMARKS.soil",31398191,UNIVERSITY OF ZURICH,2018-12-14,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",20cm,252,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19869680,Romania,Europe,Romania,Illumina MiSeq,45.32165 N 21.88759 E,769_HJV2KDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:02:00Z,1,LUCAS_769,SRP430822
SRR24068356,AMPLICON,487,2014951,PRJNA952168,SAMN34067443,"MIMS.me,MIGS/MIMS/MIMARKS.soil",922721,UNIVERSITY OF ZURICH,2018-12-03,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",20cm,149,ENVO:01000182,ENVO:01000182,ENVO:00001998,SRX19869679,Romania,Europe,Romania,Illumina MiSeq,44.1747 N 23.64883 E,768_HJVJHDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_768,SRP430822
SRR24068357,AMPLICON,487,90021295,PRJNA952168,SAMN34067443,"MIMS.me,MIGS/MIMS/MIMARKS.soil",36692875,UNIVERSITY OF ZURICH,2018-12-03,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",20cm,149,ENVO:01000182,ENVO:01000182,ENVO:00001998,SRX19869678,Romania,Europe,Romania,Illumina MiSeq,44.1747 N 23.64883 E,768_HJV2KDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:02:00Z,1,LUCAS_768,SRP430822
SRR24068358,AMPLICON,487,7304862,PRJNA952168,SAMN34067269,"MIMS.me,MIGS/MIMS/MIMARKS.soil",3147504,UNIVERSITY OF ZURICH,2018-07-31,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",20cm,3,ENVO:01000182,ENVO:01000182,ENVO:00001998,SRX19869677,Greece,Europe,Greece,Illumina MiSeq,38.82114 N 22.52328 E,594_HJTTNDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_594,SRP430822
SRR24068359,AMPLICON,487,3113438,PRJNA952168,SAMN34067252,"MIMS.me,MIGS/MIMS/MIMARKS.soil",1345612,UNIVERSITY OF ZURICH,2018-08-01,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",20cm,166,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19869676,Portugal,Europe,Portugal,Illumina MiSeq,38.1206 N 7.53141 W,577_HJTTNDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_577,SRP430822
SRR24068360,AMPLICON,487,1320038,PRJNA952168,SAMN34067442,"MIMS.me,MIGS/MIMS/MIMARKS.soil",636967,UNIVERSITY OF ZURICH,2018-09-20,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",20cm,1386,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19869675,Bulgaria,Europe,Bulgaria,Illumina MiSeq,41.97487 N 23.82799 E,767_HJVJHDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_767,SRP430822
SRR24068361,AMPLICON,487,65516896,PRJNA952168,SAMN34067442,"MIMS.me,MIGS/MIMS/MIMARKS.soil",26975042,UNIVERSITY OF ZURICH,2018-09-20,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",20cm,1386,ENVO:01000196,ENVO:01000196,ENVO:00001998,SRX19869674,Bulgaria,Europe,Bulgaria,Illumina MiSeq,41.97487 N 23.82799 E,767_HJV2KDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:02:00Z,1,LUCAS_767,SRP430822
SRR24068362,AMPLICON,488,1240984,PRJNA952168,SAMN34067441,"MIMS.me,MIGS/MIMS/MIMARKS.soil",594603,UNIVERSITY OF ZURICH,2018-12-03,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",20cm,212,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19869673,Romania,Europe,Romania,Illumina MiSeq,45.46594 N 21.73774 E,766_HJVJHDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_766,SRP430822
SRR24068363,AMPLICON,487,53052899,PRJNA952168,SAMN34067441,"MIMS.me,MIGS/MIMS/MIMARKS.soil",21477841,UNIVERSITY OF ZURICH,2018-12-03,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",20cm,212,ENVO:01000193,ENVO:01000193,ENVO:00001998,SRX19869672,Romania,Europe,Romania,Illumina MiSeq,45.46594 N 21.73774 E,766_HJV2KDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:02:00Z,1,LUCAS_766,SRP430822
SRR24068364,AMPLICON,487,1710925,PRJNA952168,SAMN34067440,"MIMS.me,MIGS/MIMS/MIMARKS.soil",811430,UNIVERSITY OF ZURICH,2018-09-19,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",20cm,58,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX19869671,Sweden,Europe,Sweden,Illumina MiSeq,59.51812 N 15.84138 E,765_HJVJHDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_765,SRP430822
SRR24068365,AMPLICON,487,100981794,PRJNA952168,SAMN34067440,"MIMS.me,MIGS/MIMS/MIMARKS.soil",42620590,UNIVERSITY OF ZURICH,2018-09-19,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",20cm,58,ENVO:01000198,ENVO:01000198,ENVO:00001998,SRX19869670,Sweden,Europe,Sweden,Illumina MiSeq,59.51812 N 15.84138 E,765_HJV2KDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:02:00Z,1,LUCAS_765,SRP430822
SRR24068366,AMPLICON,487,2636662,PRJNA952168,SAMN34067439,"MIMS.me,MIGS/MIMS/MIMARKS.soil",1189666,UNIVERSITY OF ZURICH,2018-09-11,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",20cm,162,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19869669,France,Europe,France,Illumina MiSeq,47.95632 N 0.69836 E,764_HJVJHDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_764,SRP430822
SRR24068367,AMPLICON,487,120207986,PRJNA952168,SAMN34067439,"MIMS.me,MIGS/MIMS/MIMARKS.soil",49251887,UNIVERSITY OF ZURICH,2018-09-11,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",20cm,162,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19869668,France,Europe,France,Illumina MiSeq,47.95632 N 0.69836 E,764_HJV2KDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:02:00Z,1,LUCAS_764,SRP430822
SRR24068368,AMPLICON,487,2135975,PRJNA952168,SAMN34067438,"MIMS.me,MIGS/MIMS/MIMARKS.soil",972212,UNIVERSITY OF ZURICH,2018-12-03,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",20cm,271,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX19869667,Romania,Europe,Romania,Illumina MiSeq,45.93875 N 22.8353 E,763_HJVJHDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_763,SRP430822
SRR24068369,AMPLICON,487,97162686,PRJNA952168,SAMN34067438,"MIMS.me,MIGS/MIMS/MIMARKS.soil",39673842,UNIVERSITY OF ZURICH,2018-12-03,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",20cm,271,ENVO:01000197,ENVO:01000197,ENVO:00001998,SRX19869666,Romania,Europe,Romania,Illumina MiSeq,45.93875 N 22.8353 E,763_HJV2KDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:02:00Z,1,LUCAS_763,SRP430822
SRR24068370,AMPLICON,487,8349674,PRJNA952168,SAMN34067396,"MIMS.me,MIGS/MIMS/MIMARKS.soil",3639252,UNIVERSITY OF ZURICH,2018-09-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",20cm,44,ENVO:01000245,ENVO:01000245,ENVO:00001998,SRX19869665,Lithuania,Europe,Lithuania,Illumina MiSeq,55.28887 N 22.61351 E,721_HJVJHDRXX,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2023-06-09T00:00:00Z,2023-04-05T03:01:00Z,1,LUCAS_721,SRP430822
